;0 à 0,20;0,21 à 0,50;0 à 1;1 à 2;2 à 3;3 à 4;4 à 5;5 à 6;6 à 7;7 à 8;8 à 9;9 à 10;Standard
Chronopost;8,62;8,62;8,62;9,46;10,31;11,16;12;12,85;13,69;14,54;15,39;16,23;true
Routage Ecopli (4 jours);0,86;1,33;;;;;;;;;;;true
Routage Lettre Prioritaire (1 jour);1,12;1,81;;;;;;;;;;;true
