;Faconnage;Rainage;Massicot;Template
NAI-R-VOY-ALP;F001;R001;M010;T001
NAI-R-VOY-AVI;F000;R000;M010;T010
NAI-R-VOY-IGL;F000;R000;M010;T015
NAI-R-VOY-MER;F000;R000;M010;T010
NAI-R-VOY-PAR;F000;R000;M018;T002
