;Faconnage;Rainage;Massicot;Template
MAR-M-DIV-AQU;F000;R000;M010;T010
MAR-M-DIV-COE;F000;R000;M010;T004
MAR-M-DIV-LIG;F000;R000;M018;T007
MAR-M-DIV-MAG;F001;R001;M006;T014
MAR-M-DIV-SCR;F000;R000;M018;T002
MAR-M-DIV-ARD;F000;R000;M018;T002
MAR-M-DIV-MOT;F000;R000;M010;T015
MAR-M-DIV-PUZ;F000;R000;M010;T010
MAR-M-DIV-TYP;F000;R000;M010;T004
MAR-M-DIV-MOD;F000;R000;M018;T007
