;Faconnage;Rainage;Massicot;Template
MAR-M-CIN-CIN;F020;R001;M008;T005
MAR-M-CIN-ETO;F000;R000;M010;T010
MAR-M-CIN-GEN;F000;R000;M010;T015
MAR-M-CIN-LUN;F000;R000;M010;T015
MAR-M-CIN-POP;F000;R000;M018;T002
MAR-M-CIN-AFF;F000;R000;M018;T002
MAR-M-CIN-AWA;F020;R001;M006;T009
MAR-M-CIN-CLA;F000;R000;M018;T007
MAR-M-CIN-ENS;F000;R000;M010;T004
MAR-M-CIN-TIC;F000;R000;M010;T004
