;Faconnage;Rainage;Massicot;Template
ANN-M-DIV-COU;F000;R000;M018;T007
ANN-M-DIV-GEO;F000;R000;M010;T010
ANN-M-DIV-INS;F000;R000;M018;T002
ANN-M-DIV-JEU;F001;R001;M010;T001
ANN-M-DIV-MAR;F000;R000;M010;T004
