;Faconnage;Rainage;Massicot;Template
ANN-M-VOY-BRE;F000;R000;M010;T010
ANN-M-VOY-EST;F000;R000;M018;T002
ANN-M-VOY-HAW;F000;R000;M010;T015
ANN-M-VOY-PHO;F001;R001;M010;T001
ANN-M-VOY-TAX;F000;R000;M010;T004
