;Faconnage;Rainage;Massicot;Template
NAI-F-DIV-ARC;F000;R000;M010;T010
NAI-F-DIV-LET;F001;R001;M010;T001
NAI-F-DIV-MAG;F000;R000;M018;T002
NAI-F-DIV-PHO;F000;R000;M010;T004
NAI-F-DIV-PRO;F000;R000;M010;T015
