;Faconnage;Rainage;Massicot;Template
NAI-F-NAT-ANI;F000;R000;M010;T010
NAI-F-NAT-ARB;F000;R000;M010;T010
NAI-F-NAT-BOU;F002;R001;M006;T008
NAI-F-NAT-CHO;F000;R000;M018;T002
NAI-F-NAT-SAV;F002;R001;M006;T008
