;Faconnage;Rainage;Massicot;Template
MAR-F-VIN-EMP;F000;R000;M010;T010
MAR-F-VIN-ICO;F015;R002;M006;T009
MAR-F-VIN-MAC;F000;R000;M018;T007
MAR-F-VIN-TAB;F000;R000;M018;T002
MAR-F-VIN-VOI;F000;R000;M018;T002
MAR-F-VIN-ART;F000;R000;M010;T015
MAR-F-VIN-BAR;F000;R000;M010;T004
MAR-F-VIN-PHO;F000;R000;M010;T015
MAR-F-VIN-NOI;F000;R000;M010;T004
MAR-F-VIN-TEL;F000;R000;M018;T007
