;Faconnage;Rainage;Massicot;Template
MAR-F-DIV-AQU;F000;R000;M010;T010
MAR-F-DIV-MAN;F015;R002;M006;T009
MAR-F-DIV-PHO;F000;R000;M010;T004
MAR-F-DIV-TAB;F000;R000;M010;T010
MAR-F-DIV-TER;F000;R000;M018;T002
MAR-F-DIV-CON;F000;R000;M010;T004
MAR-F-DIV-GEE;F000;R000;M018;T007
MAR-F-DIV-LIG;F000;R000;M018;T002
MAR-F-DIV-MAR;F000;R000;M018;T007
MAR-F-DIV-TYP;F000;R000;M010;T015
