;Faconnage;Rainage;Massicot;Template
MAR-F-CLA-ALL;F000;R000;M018;T002
MAR-F-CLA-DEN;F000;R000;M010;T003
MAR-F-CLA-DOR;F002;R001;M006;T008
MAR-F-CLA-ICO;F000;R000;M010;T010
MAR-F-CLA-NOE;F015;R002;M006;T009
MAR-F-CLA-CHA;F000;R000;M010;T015
MAR-F-CLA-COL;F000;R000;M010;T010
MAR-F-CLA-EM;F000;R000;M010;T015
MAR-F-CLA-JAR;F000;R000;M018;T002
MAR-F-CLA-LET;F001;R001;M010;T006
