;Faconnage;Rainage;Massicot;Template
MAR-R-DIV-FOR;F000;R000;M018;T007
MAR-R-DIV-ICO;F000;R000;M010;T010
MAR-R-DIV-POL;F000;R000;M010;T015
MAR-R-DIV-SOI;F000;R000;M010;T010
MAR-R-DIV-TYP;F000;R000;M010;T010
MAR-R-DIV-ARD;F000;R000;M018;T002
MAR-R-DIV-BIN;F001;R001;M006;T014
MAR-R-DIV-POI;F000;R000;M010;T015
MAR-R-DIV-MAR;F001;R001;M010;T006
MAR-R-DIV-QUE;F000;R000;M018;T002
