;Faconnage;Rainage;Massicot;Template
MAR-R-NAT-AQU;F000;R000;M010;T010
MAR-R-NAT-BRA;F000;R000;M010;T010
MAR-R-NAT-DOR;F000;R000;M018;T007
MAR-R-NAT-FEU;F000;R000;M010;T010
MAR-R-NAT-OIS;F000;R000;M010;T010
MAR-R-NAT-COU;F020;R001;M008;T005
MAR-R-NAT-HER;F001;R001;M010;T001
MAR-R-NAT-LET;F001;R001;M006;T014
MAR-R-NAT-OMB;F000;R000;M010;T004
MAR-R-NAT-ROS;F000;R000;M018;T002
